Capital One Spark Miles for Business	capital-one-spark-miles-for-business	Capital One	95	Capital One Miles	1	1.7	50000	4500	3	2	5X hotels and rental cars booked through Capital One Business Travel	$120 Global Entry/TSA PreCheck (Every 4 Years)	15+ Transfer Partners, Free Employee Cards, No Foreign Transaction Fees	https://www.capitalone.com/small-business/credit-cards/spark-miles/image	https://www.capitalone.com/small-business/credit-cards/spark-miles/	Welcome bonus may not be available for existing or previous cardholders	Visa	0%	Capital One Miles	None
Capital One Spark Cash Plus	capital-one-spark-cash-plus	Capital One	150	Cash Back	1	1	2000	30000	3	2%	5% Hotels and Rental Cars via Capital One Business Travel	$150 Annual Fee Refund (Annual)	No Preset Spending Limit, Free Employee Cards, Year-End Summaries	https://ads.capitalone.com/v1/spark-cash-plus-card-art.png	https://www.capitalone.com/small-business/credit-cards/spark-cash-plus/	Charge card must be paid in full monthly; refund requires $150,000 annual spend	Visa	0%	Capital One Business	None
Citi Strata Elite℠ Card	citi-strata-elite-card	Citi	595	ThankYou Points	1	1.9	75000	6000	3	1.5	12x Hotels/Car Rentals/Attractions (Citi Travel), 6x Air Travel (Citi Travel), 6x Restaurants (Fri-Sat 6PM-6AM ET), 3x Restaurants (Other)	$300 Hotel Benefit (Annual), $200 Splurge Credit (Annual), $200 Blacklane Credit (Annual), $120 Global Entry/TSA PreCheck (Every 4 years)	Priority Pass Select, 4 Admirals Club passes, Mastercard World Legend protections	https://www.citi.com/content/dam/citi/product-images/credit-cards/citi-strata-elite.png	https://www.citi.com/credit-cards/citi-strata-elite-card	6x Dining restricted to Citi Nights window; Hotel credit requires 2-night minimum booking; $75 fee per authorized user	Mastercard	0%	Citi ThankYou Rewards	None
Citi Strata Premier℠ Card	citi-strata-premier-card	Citi	95	Citi ThankYou Points	0.75	1.9	60000	4000	3	1x	10x Citi Travel (Hotels, Cars, Attractions), 3x Airfare, 3x Hotels, 3x Restaurants, 3x Supermarkets, 3x Gas/EV Charging	$100 Hotel Savings (Annual)	Travel Insurance Protection, Citi Entertainment, World Elite Mastercard Benefits	https://www.citi.com/CRD/images/card-art/citi-strata-premier-card.png	https://www.citi.com/credit-cards/citi-strata-premier-credit-card	Bonus restricted if received for this card in last 48 months	Mastercard	0%	Citi ThankYou	None
Citi Double Cash® Card	citi-double-cash-card	Citi	0	ThankYou Points	0.01	0.01	20000	1500	6	2%	5% Citi Travel	None	Virtual Account Numbers, $0 Fraud Liability, Citi Entertainment	https://www.citi.com/CRD/images/card-art/citi-double-cash-credit-card.png	https://www.citi.com/credit-cards/citi-double-cash-credit-card	Earns 1% when you buy and 1% as you pay; must pay minimum due to earn rewards	Mastercard	3%	Citi ThankYou	None
Citi Custom Cash® Card	citi-custom-cash-card	Citi	0	Citi ThankYou Points	1	2	20000	1500	6	1%	5% top eligible category (up to $500/billing cycle), 4% Citi Travel (through 6/30/2026)	None	Automatic 5% Rewards, $0 Fraud Liability, Mastercard ID Theft Protection	https://www.citi.com/CRD/images/card-art/citi-custom-cash-card.png	https://www.citi.com/credit-cards/citi-custom-cash-credit-card	Limit of one card per person; 5% rewards capped at $500 spend per billing cycle	Mastercard	3%	Citi ThankYou	None
Citi Rewards+® Card	citi-rewards-plus	Citi	0	Citi ThankYou Points	0.5	1	20,000	1,500	3	1x	2x Supermarkets and Gas Stations (up to $6,000 spent per year), 5x Citi Travel Hotels, Car Rentals, and Attractions (through 12/31/2025)	None	Points Round Up, 10% Points Back on Redemptions, Citi Entertainment	https://www.citi.com/content/dam/citi/credit-cards/card-art/citi-rewards-plus.png	https://www.citi.com/credit-cards/citi-rewards-plus-credit-card	Applications closed April 2025; Round up and 10% back features for legacy cardholders expire July 19, 2026; $6,000 cap is a combined limit for 2x categories	Mastercard	3%	Citi ThankYou	None
Citi Simplicity® Card	citi-simplicity-card	Citi	0	None	N/A	N/A	0	0	0	0	None	None	21 months 0% Intro APR on balance transfers-No late fees-No penalty APR	https://www.citi.com/content/dam/citibank/retail/credit-cards/card-art/citi-simplicity-card.png	https://www.citi.com/credit-cards/citi-simplicity-credit-card	Balance transfers must be completed within 4 months of account opening to qualify for intro APR	Mastercard	3%	None	None
Citi® Diamond Preferred® Card	citi-diamond-preferred-card	Citi	0	None	0	0	0	0	0	0	None	None	21-month 0% Intro APR on Balance Transfers - 12-month 0% Intro APR on Purchases - Free FICO Score Access	https://www.citi.com/CRD/images/card-art/citi-diamond-preferred-card.png	https://www.citi.com/credit-cards/citi-diamond-preferred-credit-card	Balance transfers must be completed within 4 months of account opening; 5% (min $5) balance transfer fee	Mastercard	3%	None	None
Citi® Secured Mastercard®	citi-secured-mastercard	Citi	0	None	N/A	N/A	0	N/A	N/A	0	None	None	Free FICO Score, Flexible Payment Dates, $0 Liability Protection	https://www.citi.com/CRD/images/card-art/citi-secured-mastercard.png	https://www.citibank.com/credit-cards/citi-secured-mastercard	Security deposit of $200-$2500 required; deposit equals credit limit; no bankruptcy history in past 2 years	Mastercard	3%	None	None
Wells Fargo Autograph Journey℠ Card	wells-fargo-autograph-journey	Wells Fargo	95	Wells Fargo Rewards points	1	1.5	60000	4000	3	1	5x Hotels, 4x Airlines, 3x Restaurants and Other Travel	$50 Airline (Annual)	Cell Phone Protection, Trip Cancellation and Interruption Protection, Auto Rental Collision Damage Waiver	https://www.wellsfargo.com/assets/images/cards/wells-fargo-autograph-journey-visa-card.png	https://www.wellsfargo.com/credit-cards/autograph-journey/	5x and 4x multipliers require direct bookings with the hotel or airline; $50 airline credit requires a single purchase of at least $50	Visa	0%	Wells Fargo Rewards	None
Wells Fargo Autograph® Card	wells-fargo-autograph-card	Wells Fargo	0	Wells Fargo Rewards points	1	1.65	20,000	1000	3	1	3x Dining, 3x Travel, 3x Gas/EV Charging, 3x Transit, 3x Streaming, 3x Phone Plans	None	Cell Phone Protection, Auto Rental Collision Damage Waiver, Visa Signature Concierge	https://www01.wellsfargomedia.com/assets/images/contextual/banner/credit-cards/autograph/wf-autograph-card-front.png	https://www.wellsfargo.com/credit-cards/autograph/	0% intro APR only applies to purchases and not balance transfers; points can be pooled with Autograph Journey for enhanced transfer options	Visa	0%	Wells Fargo Rewards	None
Wells Fargo Active Cash® Card	wells-fargo-active-cash	Wells Fargo	0	Cash rewards	1	1	200	500	3	2%	None	None	Cell Phone Protection, Visa Signature Concierge, Auto Rental Collision Damage Waiver	https://www.wellsfargo.com/credit-cards/active-cash/	https://www.wellsfargo.com/credit-cards/active-cash/	Ineligible for welcome offer if a Wells Fargo card was opened in the past 6 months	Visa	3%	Wells Fargo Rewards	None
Wells Fargo Reflect® Card	wells-fargo-reflect-card	Wells Fargo	0	None	0	0	0	0	0	0	None	None	21-month 0% Intro APR, $600 Cell Phone Protection, Roadside Dispatch	https://creditcards.wellsfargo.com/m/reflect-visa-credit-card/	https://www.wellsfargo.com/credit-cards/reflect/	Balance transfers must be completed within 120 days to qualify for intro APR; 5% ($5 min) BT fee	Visa	3%	None	None
Wells Fargo Attune℠ Card	wells-fargo-attune-card	Wells Fargo	0	Wells Fargo Rewards	1	1	100	500	3	1%	4% Self-Care, Sports, Recreation, Entertainment, and Impactful Purchases	None	Cell Phone Protection, Auto Rental Collision Damage Waiver, Concierge Service	https://www.wellsfargo.com/credit-cards/attune/	https://www.wellsfargo.com/credit-cards/attune/	Earning 4% relies heavily on specific Merchant Category Codes (MCCs); cash rewards can be transferred to a Wells Fargo Autograph account to access travel transfer partners	Mastercard	0%	Wells Fargo Rewards	None
Wells Fargo Signia Card	wells-fargo-signia-card	Wells Fargo	550	Wells Fargo Rewards	1	2	75000	5000	3	1x	5x Travel via portal, 3x Dining, 3x Travel	$300 Travel Credit (Annual)	Priority Pass Lounge Access, Global Entry/TSA PreCheck Credit, Concierge Services	https://www.wellsfargo.com/credit-cards/signia/images/card-art.png	https://www.wellsfargo.com/credit-cards/signia/	Requires high credit score and often existing relationship for best approval odds	Visa	0%	Wells Fargo Rewards	None
Bank of America® Premium Rewards® Elite	bank-of-america-premium-rewards-elite	Bank of America	550	Points	1	1.25	75000	5000	3	1.5	2x Travel and Dining	$300 Airline Incidental (Annual), $150 Lifestyle (Annual), $120 Global Entry/TSA PreCheck (Every 4 years)	Priority Pass Select (4 Memberships), 24/7 Concierge, 20% Airfare Discount via Portal	https://www.bankofamerica.com/content/images/ContextualMicroStrategy/CreditCard/Consumer/Cards/premium_rewards_elite_visa_infinite.png	https://www.bankofamerica.com/credit-cards/products/premium-rewards-elite-credit-card/	25-75% point bonus for Preferred Rewards members; Primary Rental Car CDW; No transfer partners	Visa	0%	Bank of America Preferred Rewards	None
Bank of America® Premium Rewards®	bank-of-america-premium-rewards	Bank of America	95	Bank of America Points	1	1	60000	4000	3	1.5	2x Travel and Dining	$100 Airline Incidental (Annual), $100 TSA PreCheck or Global Entry (Every 4 Years)	Preferred Rewards Bonus, Travel Protections, No Foreign Transaction Fees	https://www.bankofamerica.com/content/images/ContextualMicroStrategy/Credit_Card/Cards/Premium_Rewards_IC_82x51.png	https://www.bankofamerica.com/credit-cards/products/premium-rewards-credit-card/	Preferred Rewards members earn 25% to 75% more points	Visa	0%	Bank of America Preferred Rewards	None
Bank of America® Customized Cash Rewards	bank-of-america-customized-cash-rewards	Bank of America	0	Cash Back	1	1	200	1000	3	1	3% Choice Category (Gas/EV, Online, Dining, Travel, Drug Stores, Home Improvement), 2% Grocery/Wholesale	None	Choice Category Selection, Preferred Rewards Bonus, No Rewards Expiration	https://www.bankofamerica.com/content/images/Contextual/DigitalCards/bk_cc_customized_cash_rewards_v_250x158.png	https://www.bankofamerica.com/credit-cards/products/cash-back-credit-card/	$2,500 quarterly cap on combined 3% and 2% categories; category can be changed once per month	Visa	3%	Bank of America Preferred Rewards	None
Bank of America® Unlimited Cash Rewards	bank-of-america-unlimited-cash-rewards	Bank of America	0	Cash Rewards	1	1	200	1000	3	1.50%	2% cash back for the first year	None	0% Intro APR, No Minimum Redemption, FIFA World Cup Design	https://www.bankofamerica.com/credit-cards/products/unlimited-cash-back-credit-card/	https://www.bankofamerica.com/credit-cards/products/unlimited-cash-back-credit-card/	Preferred Rewards bonus excludes first-year 0.5% boost; Tier re-evaluation starts Nov 2026	Visa	3%	BofA Rewards	None
Bank of America® Travel Rewards	bank-of-america-travel-rewards	Bank of America	0	Bank of America Points	1	1	25000	1000	3	1.5	3x Bank of America Travel Center	None	Museums on Us, No Foreign Transaction Fees, No Blackout Dates	https://www.bankofamerica.com/content/images/Contextual/DigitalCards/Travel_Rewards_Visa.png	https://www.bankofamerica.com/credit-cards/products/travel-rewards-credit-card/	Preferred Rewards/BofA Rewards members earn 25% to 75% bonus; Points only worth 1 cent for travel and dining statement credits	Visa	0%	BofA Rewards	None
Bank of America® BankAmericard®	bank-of-america-bankamericard	Bank of America	0	None	0	0	0	0	0	0	None	None	0% Intro APR, No Penalty APR, Free FICO Score	https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/card_assets/bankamericard_visa.png	https://www.bankofamerica.com/credit-cards/products/bankamericard-credit-card/	Primarily a balance transfer card with no rewards program	Visa	3%	None	None
U.S. Bank Altitude® Reserve Visa Infinite®	us-bank-altitude-reserve-visa-infinite	U.S. Bank	400	Altitude Reserve Points	1	1.5	50000	45000	3	1x	5x Prepaid Hotels/Cars (Portal), 3x Travel, 3x Mobile Wallet	$325 Travel and Dining (Annual), $100 TSA PreCheck/Global Entry (Every 4 years)	Priority Pass Select, Visa Infinite Concierge, Real-Time Rewards	https://www.usbank.com/dam/images/credit-cards/altitude-reserve-card.png	https://www.usbank.com/credit-cards/altitude-reserve-visa-infinite-credit-card.html	Currently not accepting new applications; points are worth 1.5 cents toward travel redemptions	Visa	0%	U.S. Bank Altitude	None
U.S. Bank Altitude® Connect Visa Signature®	us-bank-altitude-connect-visa-signature	U.S. Bank	0	Altitude Points	0.01	0.01	30000	1000	3	1x	5x Prepaid Hotels & Car Rentals via Rewards Center; 4x Travel, Gas Stations & EV Charging (up to $1,000/qtr); 2x Dining, Streaming & Grocery	$100 TSA PreCheck/Global Entry (Every 4 Years)	4 Priority Pass Visits; Cell Phone Protection; GigSky Mobile Data	https://www.usbank.com/dam/images/credit-cards/altitude-connect-card.png	https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html	Points are fixed value; No transfer partners; 4x category capped at $1,000 spend per quarter	Visa	0%	U.S. Bank Altitude	None
U.S. Bank Altitude® Go Visa Signature®	us-bank-altitude-go-visa-signature	U.S. Bank	0	Altitude Points	0.008	0.01	20000	1000	3	1x	4x Dining (capped at $2,000/quarter), 2x Grocery, Gas/EV, Streaming	$15 Streaming Service (Annual)	No Annual Fee, Contactless Payments, Zero Fraud Liability	https://www.usbank.com/dam/images/credit-cards/altitude-go-signature-card.png	https://www.usbank.com/credit-cards/altitude-go-visa-signature-card.html	4x dining multiplier capped at $2,000 spend per quarter; points expire after 12 months of inactivity	Visa	0%	None	None
U.S. Bank Cash+® Visa Signature®	us-bank-cash-plus-visa-signature	U.S. Bank	0	Cash Back	1	1	200	1000	4	1%	5% Two Chosen Categories ($2k cap/qtr), 5% Prepaid Travel via Rewards Center, 2% One Chosen Everyday Category	None	Visa Signature Luxury Hotel Collection, Roadside Dispatch, Concierge Service	https://www.usbank.com/dam/images/credit-cards/cash-plus-visa-signature.png	https://www.usbank.com/credit-cards/cash-plus-visa-signature-credit-card.html	Must manually activate categories each quarter to earn bonus; Rewards expire after 36 months; $25 minimum redemption	Visa	3%	None	None
U.S. Bank Smartly™ Visa Signature®	us-bank-smartly-visa-signature	U.S. Bank	0	Points	0.01	0.01	None	0	0	2%	2.5% to 4% back based on U.S. Bank balances	None	2% to 4% Cash Back, No Annual Fee, Metal Card Construction	https://www.usbank.com/dam/images/credit-cards/cards/smartly-visa-signature-card-564x356.png	https://www.usbank.com/credit-cards/bank-smartly-visa-signature-credit-card.html	Boosted rates capped at $10,000 spend per cycle and require specific account pairings	Visa	3%	U.S. Bank Smartly	None
U.S. Bank Shield™ Visa® Card	us-bank-shield-visa-card	U.S. Bank	0	Cash Back	1	1	0	0	0	0	4% Travel Center	$20 Annual Statement Credit (Annual)	0% Intro APR for 24 months, Cell Phone Protection, Purchase Security	https://www.usbank.com/dam/images/credit-cards/shield-card.png	https://www.usbank.com/credit-cards/shield-visa-credit-card.html	$20 credit requires 11 consecutive months of purchases	Visa	3%	None	$20 Statement Credit
Discover it® Cash Back	discover-it-cash-back	Discover	0	Cashback Bonus	1	1.2	Unlimited Match	0	12	1%	5% Rotating Categories (up to $1,500/quarter)	None	Free Social Security Number Alerts, 0% Fraud Liability, Cashback Match	https://www.discover.com/content/dam/dfs/credit-cards/card-art/it-chrome-card.png	https://www.discover.com/credit-cards/cash-back/it-card.html	Must activate categories quarterly; Cashback Match only for first year	Discover	0%	None	None
Discover it® Miles	discover-it-miles	Discover	0	Discover Miles	0.01	0.01	Unlimited Match	0	12	1.5	None	None	Unlimited Mile-for-Mile match, Free FICO Score, $0 Fraud Liability	https://www.discover.com/content/dam/dfs/credit-cards/global/images/it-miles-card-art.png	https://www.discover.com/credit-cards/travel/	First year miles match replaces traditional signup bonus	Discover	0%	None	None
Discover it® Chrome	discover-it-chrome	Discover	0	Cashback Bonus	1	1.2	Unlimited Cashback Match	0	12	1%	2% Gas Stations and Restaurants (up to $1,000 combined quarterly purchases)	None	Unlimited Cashback Match, 0% Intro APR, No Foreign Transaction Fees	https://www.discover.com/content/dam/discover/en_us/credit-cards/card-art/it-chrome.png	https://www.discover.com/credit-cards/chrome/	2% rewards cap resets quarterly; Cashback Match only for first year	Discover	0%	None	None
Discover it® Student Cash Back	discover-it-student-cash-back	Discover	0	Cashback Bonus	1	1	Unlimited Cashback Match	0	12	1%	5% Rotating Categories (up to $1,500 per quarter), 1% All Other	None	Unlimited Cashback Match, 0% Intro APR on Purchases, No Late Fee on First Payment	https://www.discovercard.com/content/dam/dfs/credit-cards/student/images/it-student-cash-back.png	https://www.discover.com/credit-cards/student-cashback/	Activation required for 5% categories; Must provide proof of enrollment; First late fee waived	Discover	0%	None	None
Discover it® Secured Credit Card	discover-it-secured	Discover	0	Cashback Bonus	1	1	Unlimited Cashback Match	0	12	1%	2% Gas Stations and Restaurants (up to $1,000 combined per quarter)	None	$0 Fraud Liability, Dark Web SSN Monitoring, Free FICO Score	https://www.discover.com/content/dam/dfs/credit-cards/card-art/it-secured-card.png	https://www.discover.com/credit-cards/secured/	Automatic account reviews starting at 7 months for possible upgrade to unsecured card; security deposit defines credit limit	Discover	0%	None	None
Apple Card	apple-card	Chase	0	Daily Cash	1	1	None	N/A	N/A	1%	3% Apple and select merchants, 2% Apple Pay	None	Real-time merchant labeling, color-coded spending tracking, interest cost calculator	https://www.apple.com/newsroom/images/product/services/standard/Apple-Card-titanium-card-08062019_big.jpg.large.jpg	https://www.apple.com/apple-card/	0% APR financing for Apple products, no fees of any kind, physical card transactions limited to 1%	Mastercard	0%	Apple Ecosystem	None
Bilt World Mastercard®	bilt-blue-card	Column N.A.	0	Bilt Points	0.5	2.2	0	0	0	1	1x Rent and Mortgage, 1x Everyday Purchases, 4% Bilt Cash (Optional)	None	No Transaction Fee on Rent, Cell Phone Protection, No Foreign Transaction Fees	https://www.biltrewards.com/card	https://www.biltrewards.com/card	Transitioned from Wells Fargo to Column N.A. in Feb 2026; earnings require meeting spending thresholds or redeeming Bilt Cash; points capped at 100k/year on housing	Mastercard	0%	Bilt Rewards	None
Bilt Palladium Card	bilt-palladium-card	Column N.A.	495	Bilt Rewards Points	1.25	2.2	50000	4000	3	2x	1x-1.25x Rent and Mortgage, 3x Dining or Grocery Choice, 2x Travel	$400 Bilt Travel Hotel Credit (Semi-Annual), $200 Bilt Cash (Annual)	Bilt Gold Status, Priority Pass Membership, No Foreign Transaction Fees	https://www.biltrewards.com/card/palladium	https://www.biltrewards.com/card	Earns 4% Bilt Cash on all spend; Bilt Cash expires annually over $100; 1,000 bonus points monthly cap on Rent Day	Mastercard	0%	Bilt Rewards	None
Atmos™ Rewards Summit Visa Infinite®	atmos-rewards-summit-visa-infinite	Bank of America	395	Atmos Rewards points	1	1.8	80000	4000	3	1	3x Dining, 3x Foreign Transactions, 3x Alaska and Hawaiian Airlines	$120 TSA PreCheck or Global Entry (Every 4 Years), $50 Travel Delay (Per Instance)	8 Annual Alaska Lounge Passes, Annual Global Companion Award, Free Checked Bag	https://www.bankofamerica.com/content/images/ContextualResponsive/CreditCard/Consumer/Atmos-Rewards-Summit-Credit-Card.png	https://secure.bankofamerica.com/apply-now-services/credit-cards/initialize-icai?requesttype=C&campaignid=4077490&productoffercode=PT&locale=en_US	Bank of America 2/3/4 rule applies, 3/12 rule for non-customers, 10% relationship bonus for BofA account holders	Visa	0%	Bank of America	25,000-point Global Companion Award and 10,000 status points boost
SoFi Unlimited 2% Credit Card	sofi-unlimited-2-percent-credit-card	SoFi Bank, N.A.	0	SoFi Member Rewards	0.01	0.01	0	0	0	2x	3x SoFi Travel	$60 Lyft Credit (Annual)	Cell Phone Protection, ShopRunner Membership, ID Theft Protection	https://www.sofi.com/wp-content/uploads/2023/11/SoFi-Unlimited-2-Credit-Card.png	https://www.sofi.com/card/	Points must be redeemed into SoFi accounts for 1 cent per point value; some users may be targeted for a $10 monthly fee to maintain SoFi Plus benefits	Mastercard	0%	SoFi	None
Upgrade Cash Rewards Visa®	upgrade-cash-rewards-visa	Upgrade	0	Cash Back	1	1	200	0	2	1.50%	None	None	Fixed Monthly Payments - No Prepayment Fees - Visa Signature Perks	https://www.upgrade.com/static/images/cards/cash-rewards.png	https://www.upgrade.com/credit-card/cash-rewards/	Rewards earned upon payment not purchase; Reports as installment loan; No ATM cash advances	Visa	3%	None	None
Venmo Credit Card	venmo-credit-card	Synchrony Bank	0	Cash Back	1	1	None	0	0	1%	3% top category (Dining & Nightlife, Travel, Bills & Utilities, Health & Beauty, Grocery, Gas, Transportation, Entertainment), 2% second category	None	In-app reward tracking, Bill splitting with QR code, Virtual card access	https://venmo.com/about/creditcard/	https://venmo.com/about/creditcard/	Top spend categories are automatically calculated monthly; rewards can be auto-converted to crypto	Visa	0%	PayPal/Venmo	None
X1 Card	x1-card	Coastal Community Bank	0	X1 Points	0.7	1	0	0	0	1.5	None	None	Virtual cards, Instant notifications, Income-based limits	https://x1.co/static/hero-card.png	https://x1.co/	Acquired by Robinhood; Rewards rate lowered to 1.5x in late 2025; Underwriting based on income via Plaid	Visa	0%	None	None
X1+ Card	x1-plus-card	X1 Inc.	75	X1 Points	0.007	0.01	None	None	None	2x	4x Expedia, Hotels.com, Vrbo; 3x on spending over $1,000/mo	None	Free Lounge Access for 1hr+ Flight Delays, Primary Car Rental Insurance, Virtual Disposable Cards	https://x1.co/static/media/x1-plus-gold.8f9f7d3a.png	https://x1.co/plus	Applications currently closed; Card uses income-based underwriting instead of credit scores	Visa	0%	None	None
PNC Cash Unlimited® Visa Signature®	pnc-cash-unlimited-visa-signature	PNC Bank	0	Cash Back	0.01	0.01	0	0	0	2%	None	None	Cell Phone Protection, No Foreign Transaction Fees, Visa Signature Concierge	N/A	https://www.pnc.com/en/personal-banking/banking/credit-cards/pnc-cash-unlimited-visa-signature-credit-card.html	Online applications require an existing PNC Bank relationship; otherwise, applicants must apply in a physical branch	Visa	0%	None	None
PNC Cash Rewards® Visa®	pnc-cash-rewards-visa	PNC Bank	0	Cash Back	1	1	200	1000	3	1%	4% Gas, 3% Dining, 2% Grocery (up to $8,000 combined annual spend)	None	Contactless Payments, Mobile App, Online Banking	https://www.pnc.com/content/dam/pnc-com/images/personal/credit-cards/cash-rewards-visa.png	https://www.pnc.com/en/personal-banking/banking/credit-cards/pnc-cash-rewards-visa-credit-card.html	$8,000 annual spending cap on bonus categories; $25 minimum redemption amount; SUB requires online application	Visa	3%	None	None
PNC Points® Visa®	pnc-points-visa	PNC Bank	0	PNC points	0.002	0.0025	100000	1000	3	4	25% to 75% Relationship Bonus on base points	None	Cell Phone Protection, Purchase Security, Visa Signature Concierge	https://www.pnc.com/content/dam/pnc-com/images/personal/credit-cards/pnc-points-visa-card.png	https://www.pnc.com/en/personal/banking/credit-cards/pnc-points-visa-credit-card.html	No longer accepting new applications; points expire after 48 months	Visa	3%	PNC Rewards	None
Truist Enjoy Travel	truist-enjoy-travel	Truist	0	Miles	1	1.5	20000	1500	3	1	2x Airfare, 2x Hotels, 2x Car Rentals	$85 TSA PreCheck or Global Entry (Every 4 Years)	TSA PreCheck or Global Entry Credit, 10-50% Loyalty Travel Bonus, No foreign transaction fees	https://www.truist.com/content/dam/truist/us/en/images/products/credit-cards/truist-enjoy-travel-card-front.png	https://www.truist.com/credit-cards/enjoy-travel	Miles expire after 5 years and require a 2,500 mile minimum for redemption	Visa	0%	Truist	None
